"","k_total_mean","k_total_disp","k_cancer_mean","k_cancer_disp","k_normal_mean","k_normal_disp"
"ST6GALNAC3|256435",980.229166666667,0.436228068877931,659.986111111111,0.394827195693688,1300.47222222222,0.474762275751738
"ST6GALNAC4|27090",850.138888888889,0.18607296800796,862.194444444444,0.279338144305728,838.083333333333,0.106917888026675
"ST6GALNAC5|81849",50.1666666666667,2.28205316220246,47.5833333333333,4.04360917546405,52.75,0.617797600901521
"ST6GALNAC6|30815",3656.4375,0.0843273781178807,3115.5,0.131135297662321,4197.375,0.0503221007126635
"ST7L|54879",863.506944444444,0.273752468852738,989.263888888889,0.468132108356235,737.75,0.0679099918030782
"ST7OT1|93653",128.069444444444,0.297382209125893,82.0138888888889,0.36832244581872,174.125,0.289952175684708
"ST7|7982",2265.93055555556,0.0986179100858947,2365.61111111111,0.13202641180313,2166.25,0.0786944634428805
"ST8SIA1|6489",120.409722222222,0.701472247167221,146.027777777778,0.953108640635571,94.7916666666667,0.441226379186265
"ST8SIA2|8128",33.8333333333333,3.16824900015818,38.5,6.12872929103445,29.1666666666667,0.90732269479259
"ST8SIA4|7903",2089.35416666667,0.455021798545795,3870.81944444444,0.445285424219541,307.888888888889,0.462543567692723
"ST8SIA5|29906",79.8402777777778,1.21322951539382,45.3472222222222,2.0416140300114,114.333333333333,0.31142032218853
"ST8SIA6|338596",119.458333333333,1.69770555519717,170.527777777778,2.60660245152026,68.3888888888889,0.631047667270357
"STAB1|23166",5015.84722222222,0.316763244882374,7456.02777777778,0.275896759716742,2575.66666666667,0.331980521720035
"STAB2|55576",11.6527777777778,2.42102731142042,10.7777777777778,2.79942538627789,12.5277777777778,1.96187053348445
"STAC2|342667",831.583333333333,2.61892432895016,763.25,4.33417253740386,899.916666666667,0.389791831560976
"STAC3|246329",128.527777777778,0.480894684494756,217.236111111111,0.425117132030581,39.8194444444444,0.579818623335882
"STAC|6769",207.256944444444,0.654575269077661,136.027777777778,0.966390065060874,278.486111111111,0.337568618913577
"STAG1|10274",2839.14583333333,0.109694828612027,2839.66666666667,0.174777258393332,2838.625,0.0526853321769965
"STAG2|10735",8494.73611111111,0.0991252075525374,8088.18055555556,0.165632428020833,8901.29166666667,0.043228647235778
"STAG3L1|54441",164.027777777778,0.435262242289445,180.347222222222,0.509601262596044,147.708333333333,0.402548532754154
"STAG3L2|442582",188.895833333333,0.328641929756935,186.75,0.449104099735276,191.041666666667,0.258106004663312
"STAG3L3|442578",296.277777777778,0.216838131861367,320.708333333333,0.300999422231444,271.847222222222,0.180264151166208
"STAG3L4|64940",620.486111111111,0.173220263712327,621.986111111111,0.248916929797353,618.986111111111,0.125877396468459
"STAG3|10734",52.1944444444444,0.511158072418149,83.3055555555556,0.736935626463576,21.0833333333333,0.303297701908552
"STAM2|10254",3425.50694444444,0.0678017724106554,2705,0.113720759734073,4146.01388888889,0.0417535348809218
"STAMBPL1|57559",589.652777777778,0.262056004014801,1013.76388888889,0.310854819239471,165.541666666667,0.23126898756225
"STAMBP|10617",2174.34027777778,0.0346465970495112,2248.55555555556,0.0608960132684659,2100.125,0.0302998552878348
"STAM|8027",1865.95138888889,0.0577643414069603,1617.72222222222,0.0835358541025242,2114.18055555556,0.0537485876386766
"STAP1|26228",539.638888888889,2.08619129033152,157.055555555556,3.33960760667903,922.222222222222,0.528247791984394
"STAP2|55620",1711.08333333333,0.213909999764838,2106.73611111111,0.337878868788697,1315.43055555556,0.0881414261948089
"STARD10|10809",2086.09722222222,0.159525217618832,1581.34722222222,0.215820801727676,2590.84722222222,0.113422757441367
"STARD13|90627",2396.21527777778,0.111053343643147,2503.45833333333,0.139422401706966,2288.97222222222,0.0927546389277838
"STARD3NL|83930",2920.80555555556,0.0628366423689881,3396.83333333333,0.0958583030883986,2444.77777777778,0.0462255176226038
"STARD3|10948",1806.90972222222,0.0520752966939876,2114.22222222222,0.0853598911618901,1499.59722222222,0.0381981005150957
"STARD4|134429",502.708333333333,0.1946684353865,515.736111111111,0.294826544776155,489.680555555556,0.128033988753313
"STARD5|80765",127.0625,0.139888364036677,157.555555555556,0.246037991343545,96.5694444444444,0.101279619150526
"STARD7|56910",11346.2013888889,0.0507430922591531,8978.55555555555,0.0761342360496049,13713.8472222222,0.0457112873489597
"STARD8|9754",3244.40972222222,0.17428223749052,2864.45833333333,0.193542516074567,3624.36111111111,0.162379924046714
"STAT1|6772",18197.5972222222,0.315358289807541,21845.2916666667,0.428500695221071,14549.9027777778,0.175496753454097
"STAT2|6773",4316.90277777778,0.108513768907912,5319.29166666667,0.152839301986856,3314.51388888889,0.0690002401549321
"STAT3|6774",16512.5347222222,0.0623191040184324,14784.1527777778,0.0761368139932502,18240.9166666667,0.0643478135983227
"STAT4|6775",168.430555555556,0.410168639983706,266.611111111111,0.355999599088947,70.25,0.506395216392953
"STAT5A|6776",2183.14583333333,0.110663542355346,2328.375,0.173374662316118,2037.91666666667,0.0545536715305376
"STAT5B|6777",6598.875,0.0551039531992605,6867.43055555556,0.0875658626339658,6330.31944444444,0.0408840288077374
"STAT6|6778",12774.1875,0.0606757962619861,14232.8888888889,0.0900937261245759,11315.4861111111,0.0468198592969022
"STAU1|6780",10151.0069444444,0.0584081566283131,9534.40277777778,0.0621133064981973,10767.6111111111,0.0728428445541106
"STAU2|27067",2792.4375,0.068866397411423,2363.125,0.126232093893766,3221.75,0.0281491067359142
"STBD1|8987",1825.97916666667,0.15086378653344,2599.15277777778,0.17318177713831,1052.80555555556,0.137975720997212
"STC1|6781",11959.6319444444,0.471458166845652,13264.3888888889,0.569461854899088,10654.875,0.333684101227739
